"STATION_NUMBER","Date","Parameter","Value","Symbol"
"04LG004",1989-10-06,"Flow",159,NA
"04LG004",1989-10-07,"Flow",202,NA
"04LG004",1989-10-08,"Flow",188,NA
"04LG004",1989-10-09,"Flow",189,NA
"04LG004",1989-10-10,"Flow",191,NA
"04LG004",1989-10-11,"Flow",206,NA
"04LG004",1989-10-12,"Flow",234,NA
"04LG004",1989-10-13,"Flow",230,NA
"04LG004",1989-10-14,"Flow",272,NA
"04LG004",1989-10-15,"Flow",195,NA
"04LG004",1989-10-16,"Flow",189,NA
"04LG004",1989-10-17,"Flow",210,NA
"04LG004",1989-10-18,"Flow",195,NA
"04LG004",1989-10-19,"Flow",211,NA
"04LG004",1989-10-20,"Flow",202,NA
"04LG004",1989-10-21,"Flow",212,NA
"04LG004",1989-10-22,"Flow",177,NA
"04LG004",1989-10-23,"Flow",183,NA
"04LG004",1989-10-24,"Flow",232,NA
"04LG004",1989-10-25,"Flow",314,NA
"04LG004",1989-10-26,"Flow",345,NA
"04LG004",1989-10-27,"Flow",350,NA
"04LG004",1989-10-28,"Flow",420,NA
"04LG004",1989-10-29,"Flow",484,NA
"04LG004",1989-10-30,"Flow",532,NA
"04LG004",1989-10-31,"Flow",601,NA
"04LG004",1989-11-01,"Flow",597,NA
"04LG004",1989-11-02,"Flow",646,NA
"04LG004",1989-11-03,"Flow",734,NA
"04LG004",1989-11-04,"Flow",798,NA
"04LG004",1989-11-05,"Flow",813,NA
"04LG004",1989-11-06,"Flow",800,NA
"04LG004",1989-11-07,"Flow",799,NA
"04LG004",1989-11-08,"Flow",854,NA
"04LG004",1989-11-09,"Flow",897,NA
"04LG004",1989-11-10,"Flow",853,NA
"04LG004",1989-11-11,"Flow",854,NA
"04LG004",1989-11-12,"Flow",947,NA
"04LG004",1989-11-13,"Flow",954,NA
"04LG004",1989-11-14,"Flow",940,NA
"04LG004",1989-11-15,"Flow",920,NA
"04LG004",1989-11-16,"Flow",814,NA
"04LG004",1989-11-17,"Flow",720,"B"
"04LG004",1989-11-18,"Flow",610,"B"
"04LG004",1989-11-19,"Flow",410,"B"
"04LG004",1989-11-20,"Flow",410,"B"
"04LG004",1989-11-21,"Flow",500,"B"
"04LG004",1989-11-22,"Flow",570,"B"
"04LG004",1989-11-23,"Flow",600,"B"
"04LG004",1989-11-24,"Flow",595,"B"
"04LG004",1989-11-25,"Flow",585,"B"
"04LG004",1989-11-26,"Flow",490,"B"
"04LG004",1989-11-27,"Flow",430,"B"
"04LG004",1989-11-28,"Flow",490,"B"
"04LG004",1989-11-29,"Flow",495,"B"
"04LG004",1989-11-30,"Flow",480,"B"
"04LG004",1989-12-01,"Flow",485,"B"
"04LG004",1989-12-02,"Flow",440,"B"
"04LG004",1989-12-03,"Flow",390,"B"
"04LG004",1989-12-04,"Flow",395,"B"
"04LG004",1989-12-05,"Flow",370,"B"
"04LG004",1989-12-06,"Flow",362,"B"
"04LG004",1989-12-07,"Flow",360,"B"
"04LG004",1989-12-08,"Flow",358,"B"
"04LG004",1989-12-09,"Flow",359,"B"
"04LG004",1989-12-10,"Flow",330,"B"
"04LG004",1989-12-11,"Flow",348,"B"
"04LG004",1989-12-12,"Flow",350,"B"
"04LG004",1989-12-13,"Flow",340,"B"
"04LG004",1989-12-14,"Flow",335,"B"
"04LG004",1989-12-15,"Flow",330,"B"
"04LG004",1989-12-16,"Flow",325,"B"
"04LG004",1989-12-17,"Flow",260,"B"
"04LG004",1989-12-18,"Flow",280,"B"
"04LG004",1989-12-19,"Flow",340,"B"
"04LG004",1989-12-20,"Flow",310,"B"
"04LG004",1989-12-21,"Flow",320,"B"
"04LG004",1989-12-22,"Flow",300,"B"
"04LG004",1989-12-23,"Flow",310,"B"
"04LG004",1989-12-24,"Flow",190,"B"
"04LG004",1989-12-25,"Flow",210,"B"
"04LG004",1989-12-26,"Flow",144,"B"
"04LG004",1989-12-27,"Flow",205,"B"
"04LG004",1989-12-28,"Flow",290,"B"
"04LG004",1989-12-29,"Flow",280,"B"
"04LG004",1989-12-30,"Flow",290,"B"
"04LG004",1989-12-31,"Flow",220,"B"
"04LG004",1990-01-01,"Flow",240,"B"
"04LG004",1990-01-02,"Flow",190,"B"
"04LG004",1990-01-03,"Flow",156,"B"
"04LG004",1990-01-04,"Flow",240,"B"
"04LG004",1990-01-05,"Flow",300,"B"
"04LG004",1990-01-06,"Flow",305,"B"
"04LG004",1990-01-07,"Flow",295,"B"
"04LG004",1990-01-08,"Flow",180,"B"
"04LG004",1990-01-09,"Flow",190,"B"
"04LG004",1990-01-10,"Flow",290,"B"
"04LG004",1990-01-11,"Flow",315,"B"
"04LG004",1990-01-12,"Flow",290,"B"
"04LG004",1990-01-13,"Flow",310,"B"
"04LG004",1990-01-14,"Flow",295,"B"
"04LG004",1990-01-15,"Flow",168,"B"
"04LG004",1990-01-16,"Flow",210,"B"
"04LG004",1990-01-17,"Flow",265,"B"
"04LG004",1990-01-18,"Flow",310,"B"
"04LG004",1990-01-19,"Flow",306,"B"
"04LG004",1990-01-20,"Flow",288,"B"
"04LG004",1990-01-21,"Flow",305,"B"
"04LG004",1990-01-22,"Flow",107,"B"
"04LG004",1990-01-23,"Flow",109,"B"
"04LG004",1990-01-24,"Flow",280,"B"
"04LG004",1990-01-25,"Flow",290,"B"
"04LG004",1990-01-26,"Flow",230,"B"
"04LG004",1990-01-27,"Flow",228,"B"
"04LG004",1990-01-28,"Flow",240,"B"
"04LG004",1990-01-29,"Flow",115,"B"
"04LG004",1990-01-30,"Flow",110,"B"
"04LG004",1990-01-31,"Flow",180,"B"
"04LG004",1990-02-01,"Flow",186,"B"
"04LG004",1990-02-02,"Flow",195,"B"
"04LG004",1990-02-03,"Flow",192,"B"
"04LG004",1990-02-04,"Flow",132,"B"
"04LG004",1990-02-05,"Flow",121,"B"
"04LG004",1990-02-06,"Flow",108,"B"
"04LG004",1990-02-07,"Flow",177,"B"
"04LG004",1990-02-08,"Flow",182,"B"
"04LG004",1990-02-09,"Flow",177,"B"
"04LG004",1990-02-10,"Flow",182,"B"
"04LG004",1990-02-11,"Flow",170,"B"
"04LG004",1990-02-12,"Flow",138,"B"
"04LG004",1990-02-13,"Flow",112,"B"
"04LG004",1990-02-14,"Flow",185,"B"
"04LG004",1990-02-15,"Flow",197,"B"
"04LG004",1990-02-16,"Flow",212,"B"
"04LG004",1990-02-17,"Flow",248,"B"
"04LG004",1990-02-18,"Flow",200,"B"
"04LG004",1990-02-19,"Flow",150,"B"
"04LG004",1990-02-20,"Flow",186,"B"
"04LG004",1990-02-21,"Flow",188,"B"
"04LG004",1990-02-22,"Flow",190,"B"
"04LG004",1990-02-23,"Flow",187,"B"
"04LG004",1990-02-24,"Flow",185,"B"
"04LG004",1990-02-25,"Flow",173,"B"
"04LG004",1990-02-26,"Flow",182,"B"
"04LG004",1990-02-27,"Flow",197,"B"
"04LG004",1990-02-28,"Flow",192,"B"
"04LG004",1990-03-01,"Flow",202,"B"
"04LG004",1990-03-02,"Flow",194,"B"
"04LG004",1990-03-03,"Flow",212,"B"
"04LG004",1990-03-04,"Flow",203,"B"
"04LG004",1990-03-05,"Flow",200,"B"
"04LG004",1990-03-06,"Flow",250,"B"
"04LG004",1990-03-07,"Flow",264,"B"
"04LG004",1990-03-08,"Flow",280,"B"
"04LG004",1990-03-09,"Flow",270,"B"
"04LG004",1990-03-10,"Flow",268,"B"
"04LG004",1990-03-11,"Flow",240,"B"
"04LG004",1990-03-12,"Flow",190,"B"
"04LG004",1990-03-13,"Flow",215,"B"
"04LG004",1990-03-14,"Flow",250,"B"
"04LG004",1990-03-15,"Flow",270,"B"
"04LG004",1990-03-16,"Flow",275,"B"
"04LG004",1990-03-17,"Flow",280,"B"
"04LG004",1990-03-18,"Flow",300,"B"
"04LG004",1990-03-19,"Flow",320,"B"
"04LG004",1990-03-20,"Flow",440,"B"
"04LG004",1990-03-21,"Flow",690,"B"
"04LG004",1990-03-22,"Flow",700,"B"
"04LG004",1990-03-23,"Flow",715,"B"
"04LG004",1990-03-24,"Flow",720,"B"
"04LG004",1990-03-25,"Flow",725,"B"
"04LG004",1990-03-26,"Flow",720,"B"
"04LG004",1990-03-27,"Flow",715,"B"
"04LG004",1990-03-28,"Flow",710,"B"
"04LG004",1990-03-29,"Flow",705,"B"
"04LG004",1990-03-30,"Flow",702,"B"
"04LG004",1990-03-31,"Flow",650,"B"
"04LG004",1990-04-01,"Flow",500,"B"
"04LG004",1990-04-02,"Flow",545,"B"
"04LG004",1990-04-03,"Flow",590,"B"
"04LG004",1990-04-04,"Flow",595,"B"
"04LG004",1990-04-05,"Flow",640,"B"
"04LG004",1990-04-06,"Flow",585,"B"
"04LG004",1990-04-07,"Flow",560,"B"
"04LG004",1990-04-08,"Flow",580,"B"
"04LG004",1990-04-09,"Flow",570,"B"
"04LG004",1990-04-10,"Flow",560,"B"
"04LG004",1990-04-11,"Flow",575,"B"
"04LG004",1990-04-12,"Flow",595,"B"
"04LG004",1990-04-13,"Flow",540,"B"
"04LG004",1990-04-14,"Flow",520,"B"
"04LG004",1990-04-15,"Flow",520,"B"
"04LG004",1990-04-16,"Flow",510,"B"
"04LG004",1990-04-17,"Flow",500,"B"
"04LG004",1990-04-18,"Flow",550,"B"
"04LG004",1990-04-19,"Flow",565,"B"
"04LG004",1990-04-20,"Flow",580,"B"
"04LG004",1990-04-21,"Flow",590,"B"
"04LG004",1990-04-22,"Flow",600,"B"
"04LG004",1990-04-23,"Flow",700,"B"
"04LG004",1990-04-24,"Flow",840,"B"
"04LG004",1990-04-25,"Flow",1050,"B"
"04LG004",1990-04-26,"Flow",2500,"B"
"04LG004",1990-04-27,"Flow",5600,"B"
"04LG004",1990-04-28,"Flow",6900,"B"
"04LG004",1990-04-29,"Flow",7000,"B"
"04LG004",1990-04-30,"Flow",7070,NA
"04LG004",1990-05-01,"Flow",7030,NA
"04LG004",1990-05-02,"Flow",6420,NA
"04LG004",1990-05-03,"Flow",5430,NA
"04LG004",1990-05-04,"Flow",4740,NA
"04LG004",1990-05-05,"Flow",3890,NA
"04LG004",1990-05-06,"Flow",3480,NA
"04LG004",1990-05-07,"Flow",3130,NA
"04LG004",1990-05-08,"Flow",2730,NA
"04LG004",1990-05-09,"Flow",2600,NA
"04LG004",1990-05-10,"Flow",2390,NA
"04LG004",1990-05-11,"Flow",2250,NA
"04LG004",1990-05-12,"Flow",2170,NA
"04LG004",1990-05-13,"Flow",2110,NA
"04LG004",1990-05-14,"Flow",2530,NA
"04LG004",1990-05-15,"Flow",2850,NA
"04LG004",1990-05-16,"Flow",3080,NA
"04LG004",1990-05-17,"Flow",3180,NA
"04LG004",1990-05-18,"Flow",3310,NA
"04LG004",1990-05-19,"Flow",3990,NA
"04LG004",1990-05-20,"Flow",4600,NA
"04LG004",1990-05-21,"Flow",4470,NA
"04LG004",1990-05-22,"Flow",4040,NA
"04LG004",1990-05-23,"Flow",3620,NA
"04LG004",1990-05-24,"Flow",3240,NA
"04LG004",1990-05-25,"Flow",2990,NA
"04LG004",1990-05-26,"Flow",2680,NA
"04LG004",1990-05-27,"Flow",2420,NA
"04LG004",1990-05-28,"Flow",2140,NA
"04LG004",1990-05-29,"Flow",1980,NA
"04LG004",1990-05-30,"Flow",1760,NA
"04LG004",1990-05-31,"Flow",1640,NA
"04LG004",1990-06-01,"Flow",1430,NA
"04LG004",1990-06-02,"Flow",1310,NA
"04LG004",1990-06-03,"Flow",1280,NA
"04LG004",1990-06-04,"Flow",1580,NA
"04LG004",1990-06-05,"Flow",1830,NA
"04LG004",1990-06-06,"Flow",1870,NA
"04LG004",1990-06-07,"Flow",1790,NA
"04LG004",1990-06-08,"Flow",1850,NA
"04LG004",1990-06-09,"Flow",1720,NA
"04LG004",1990-06-10,"Flow",1580,NA
"04LG004",1990-06-11,"Flow",1470,NA
"04LG004",1990-06-12,"Flow",1460,NA
"04LG004",1990-06-13,"Flow",1490,NA
"04LG004",1990-06-14,"Flow",1430,NA
"04LG004",1990-06-15,"Flow",1200,NA
"04LG004",1990-06-16,"Flow",1100,NA
"04LG004",1990-06-17,"Flow",1070,NA
"04LG004",1990-06-18,"Flow",1160,NA
"04LG004",1990-06-19,"Flow",1270,NA
"04LG004",1990-06-20,"Flow",1290,NA
"04LG004",1990-06-21,"Flow",1420,NA
"04LG004",1990-06-22,"Flow",1320,NA
"04LG004",1990-06-23,"Flow",1310,NA
"04LG004",1990-06-24,"Flow",1280,NA
"04LG004",1990-06-25,"Flow",1200,NA
"04LG004",1990-06-26,"Flow",1040,NA
"04LG004",1990-06-27,"Flow",1000,NA
"04LG004",1990-06-28,"Flow",982,NA
"04LG004",1990-06-29,"Flow",948,NA
"04LG004",1990-06-30,"Flow",940,NA
"04LG004",1990-07-01,"Flow",940,NA
"04LG004",1990-07-02,"Flow",1180,NA
"04LG004",1990-07-03,"Flow",1130,NA
"04LG004",1990-07-04,"Flow",1050,NA
"04LG004",1990-07-05,"Flow",1190,NA
"04LG004",1990-07-06,"Flow",1510,NA
"04LG004",1990-07-07,"Flow",1490,NA
"04LG004",1990-07-08,"Flow",1450,NA
"04LG004",1990-07-09,"Flow",1200,NA
"04LG004",1990-07-10,"Flow",1270,NA
"04LG004",1990-07-11,"Flow",1490,NA
"04LG004",1990-07-12,"Flow",1540,NA
"04LG004",1990-07-13,"Flow",1460,NA
"04LG004",1990-07-14,"Flow",1270,NA
"04LG004",1990-07-15,"Flow",1040,NA
"04LG004",1990-07-16,"Flow",902,NA
"04LG004",1990-07-17,"Flow",857,NA
"04LG004",1990-07-18,"Flow",814,NA
"04LG004",1990-07-19,"Flow",738,NA
"04LG004",1990-07-20,"Flow",701,NA
"04LG004",1990-07-21,"Flow",651,NA
"04LG004",1990-07-22,"Flow",480,NA
"04LG004",1990-07-23,"Flow",410,NA
"04LG004",1990-07-24,"Flow",477,NA
"04LG004",1990-07-25,"Flow",444,NA
"04LG004",1990-07-26,"Flow",422,NA
"04LG004",1990-07-27,"Flow",412,NA
"04LG004",1990-07-28,"Flow",422,NA
"04LG004",1990-07-29,"Flow",406,NA
"04LG004",1990-07-30,"Flow",429,NA
"04LG004",1990-07-31,"Flow",422,NA
"04LG004",1990-08-01,"Flow",486,NA
"04LG004",1990-08-02,"Flow",487,NA
"04LG004",1990-08-03,"Flow",344,NA
"04LG004",1990-08-04,"Flow",483,NA
"04LG004",1990-08-05,"Flow",481,NA
"04LG004",1990-08-06,"Flow",452,NA
"04LG004",1990-08-07,"Flow",418,NA
"04LG004",1990-08-08,"Flow",379,NA
"04LG004",1990-08-09,"Flow",408,NA
"04LG004",1990-08-10,"Flow",464,NA
"04LG004",1990-08-11,"Flow",494,NA
"04LG004",1990-08-12,"Flow",463,NA
"04LG004",1990-08-13,"Flow",471,NA
"04LG004",1990-08-14,"Flow",469,NA
"04LG004",1990-08-15,"Flow",439,NA
"04LG004",1990-08-16,"Flow",400,NA
"04LG004",1990-08-17,"Flow",369,NA
"04LG004",1990-08-18,"Flow",394,NA
"04LG004",1990-08-19,"Flow",368,NA
"04LG004",1990-08-20,"Flow",325,NA
"04LG004",1990-08-21,"Flow",328,NA
"04LG004",1990-08-22,"Flow",331,NA
"04LG004",1990-08-23,"Flow",303,NA
"04LG004",1990-08-24,"Flow",288,NA
"04LG004",1990-08-25,"Flow",224,NA
"04LG004",1990-08-26,"Flow",210,NA
"04LG004",1990-08-27,"Flow",180,NA
"04LG004",1990-08-28,"Flow",284,NA
"04LG004",1990-08-29,"Flow",315,NA
"04LG004",1990-08-30,"Flow",297,NA
"04LG004",1990-08-31,"Flow",294,NA
"04LG004",1990-09-01,"Flow",246,NA
"04LG004",1990-09-02,"Flow",220,NA
"04LG004",1990-09-03,"Flow",154,NA
"04LG004",1990-09-04,"Flow",181,NA
"04LG004",1990-09-05,"Flow",100,NA
"04LG004",1990-09-06,"Flow",84.9000015258789,NA
"04LG004",1990-09-07,"Flow",109,NA
"04LG004",1990-09-08,"Flow",150,NA
"04LG004",1990-09-09,"Flow",141,NA
"04LG004",1990-09-10,"Flow",125,NA
"04LG004",1990-09-11,"Flow",162,NA
"04LG004",1990-09-12,"Flow",130,NA
"04LG004",1990-09-13,"Flow",188,NA
"04LG004",1990-09-14,"Flow",246,NA
"04LG004",1990-09-15,"Flow",274,NA
"04LG004",1990-09-16,"Flow",242,NA
"04LG004",1990-09-17,"Flow",281,NA
"04LG004",1990-09-18,"Flow",418,NA
"04LG004",1990-09-19,"Flow",474,NA
"04LG004",1990-09-20,"Flow",556,NA
"04LG004",1990-09-21,"Flow",518,NA
"04LG004",1990-09-22,"Flow",529,NA
"04LG004",1990-09-23,"Flow",645,NA
"04LG004",1990-09-24,"Flow",1070,NA
"04LG004",1990-09-25,"Flow",1290,NA
"04LG004",1990-09-26,"Flow",1310,NA
"04LG004",1990-09-27,"Flow",1270,NA
"04LG004",1990-09-28,"Flow",1220,NA
"04LG004",1990-09-29,"Flow",1130,NA
"04LG004",1990-09-30,"Flow",1060,NA
"04LG004",1990-10-01,"Flow",955,NA
"04LG004",1990-10-02,"Flow",881,NA
"04LG004",1990-10-03,"Flow",817,NA
"04LG004",1990-10-04,"Flow",750,NA
"04LG004",1990-10-05,"Flow",726,NA
"04LG004",1990-10-06,"Flow",708,NA
"04LG004",1990-10-07,"Flow",508,NA
"04LG004",1990-10-08,"Flow",455,NA
"04LG004",1990-10-09,"Flow",448,NA
"04LG004",1990-10-10,"Flow",506,NA
"04LG004",1990-10-11,"Flow",487,NA
"04LG004",1990-10-12,"Flow",499,NA
"04LG004",1990-10-13,"Flow",509,NA
"04LG004",1990-10-14,"Flow",511,NA
"04LG004",1990-10-15,"Flow",512,NA
"04LG004",1990-10-16,"Flow",524,NA
"04LG004",1990-10-17,"Flow",533,NA
"04LG004",1990-10-18,"Flow",555,NA
"04LG004",1990-10-19,"Flow",583,NA
"04LG004",1990-10-20,"Flow",1230,NA
"04LG004",1990-10-21,"Flow",1910,NA
"04LG004",1990-10-22,"Flow",1940,NA
"04LG004",1990-10-23,"Flow",2290,NA
"04LG004",1990-10-24,"Flow",2420,NA
"04LG004",1990-10-25,"Flow",2360,NA
"04LG004",1990-10-26,"Flow",2110,NA
"04LG004",1990-10-27,"Flow",2090,NA
"04LG004",1990-10-28,"Flow",1840,NA
"04LG004",1990-10-29,"Flow",1810,NA
"04LG004",1990-10-30,"Flow",1870,NA
"04LG004",1990-10-31,"Flow",1740,NA
"04LG004",1990-11-01,"Flow",1520,NA
"04LG004",1990-11-02,"Flow",1540,NA
"04LG004",1990-11-03,"Flow",1550,NA
"04LG004",1990-11-04,"Flow",1560,NA
"04LG004",1990-11-05,"Flow",1590,NA
"04LG004",1990-11-06,"Flow",1560,NA
"04LG004",1990-11-07,"Flow",1420,NA
"04LG004",1990-11-08,"Flow",1360,NA
"04LG004",1990-11-09,"Flow",1230,NA
"04LG004",1990-11-10,"Flow",1160,NA
"04LG004",1990-11-11,"Flow",968,NA
"04LG004",1990-11-12,"Flow",915,NA
"04LG004",1990-11-13,"Flow",873,NA
"04LG004",1990-11-14,"Flow",881,NA
"04LG004",1990-11-15,"Flow",874,NA
"04LG004",1990-11-16,"Flow",847,NA
"04LG004",1990-11-17,"Flow",807,NA
"04LG004",1990-11-18,"Flow",760,NA
"04LG004",1990-11-19,"Flow",725,NA
"04LG004",1990-11-20,"Flow",685,NA
"04LG004",1990-11-21,"Flow",649,NA
"04LG004",1990-11-22,"Flow",651,NA
"04LG004",1990-11-23,"Flow",652,NA
"04LG004",1990-11-24,"Flow",671,NA
"04LG004",1990-11-25,"Flow",703,NA
"04LG004",1990-11-26,"Flow",670,"B"
"04LG004",1990-11-27,"Flow",700,"B"
"04LG004",1990-11-28,"Flow",670,"B"
"04LG004",1990-11-29,"Flow",645,"B"
"04LG004",1990-11-30,"Flow",680,"B"
"04LG004",1990-12-01,"Flow",640,"B"
"04LG004",1990-12-02,"Flow",490,"B"
"04LG004",1990-12-03,"Flow",620,"B"
"04LG004",1990-12-04,"Flow",550,"B"
"04LG004",1990-12-05,"Flow",520,"B"
"04LG004",1990-12-06,"Flow",480,"B"
"04LG004",1990-12-07,"Flow",485,"B"
"04LG004",1990-12-08,"Flow",460,"B"
"04LG004",1990-12-09,"Flow",370,"B"
"04LG004",1990-12-10,"Flow",540,"B"
"04LG004",1990-12-11,"Flow",570,"B"
"04LG004",1990-12-12,"Flow",520,"B"
"04LG004",1990-12-13,"Flow",525,"B"
"04LG004",1990-12-14,"Flow",480,"B"
"04LG004",1990-12-15,"Flow",450,"B"
"04LG004",1990-12-16,"Flow",320,"B"
"04LG004",1990-12-17,"Flow",360,"B"
"04LG004",1990-12-18,"Flow",400,"B"
"04LG004",1990-12-19,"Flow",450,"B"
"04LG004",1990-12-20,"Flow",435,"B"
"04LG004",1990-12-21,"Flow",410,"B"
"04LG004",1990-12-22,"Flow",350,"B"
"04LG004",1990-12-23,"Flow",330,"B"
"04LG004",1990-12-24,"Flow",315,"B"
"04LG004",1990-12-25,"Flow",310,"B"
"04LG004",1990-12-26,"Flow",315,"B"
"04LG004",1990-12-27,"Flow",350,"B"
"04LG004",1990-12-28,"Flow",315,"B"
"04LG004",1990-12-29,"Flow",305,"B"
"04LG004",1990-12-30,"Flow",285,"B"
"04LG004",1990-12-31,"Flow",305,"B"
"04LG004",1991-01-01,"Flow",285,"B"
"04LG004",1991-01-02,"Flow",270,"B"
"04LG004",1991-01-03,"Flow",280,"B"
"04LG004",1991-01-04,"Flow",260,"B"
"04LG004",1991-01-05,"Flow",270,"B"
"04LG004",1991-01-06,"Flow",275,"B"
"04LG004",1991-01-07,"Flow",255,"B"
"04LG004",1991-01-08,"Flow",255,"B"
"04LG004",1991-01-09,"Flow",260,"B"
"04LG004",1991-01-10,"Flow",255,"B"
"04LG004",1991-01-11,"Flow",255,"B"
"04LG004",1991-01-12,"Flow",262,"B"
"04LG004",1991-01-13,"Flow",172,"B"
"04LG004",1991-01-14,"Flow",172,"B"
"04LG004",1991-01-15,"Flow",257,"B"
"04LG004",1991-01-16,"Flow",255,"B"
"04LG004",1991-01-17,"Flow",255,"B"
"04LG004",1991-01-18,"Flow",251,"B"
"04LG004",1991-01-19,"Flow",256,"B"
"04LG004",1991-01-20,"Flow",159,"B"
"04LG004",1991-01-21,"Flow",157,"B"
"04LG004",1991-01-22,"Flow",237,"B"
"04LG004",1991-01-23,"Flow",250,"B"
"04LG004",1991-01-24,"Flow",245,"B"
"04LG004",1991-01-25,"Flow",246,"B"
"04LG004",1991-01-26,"Flow",245,"B"
"04LG004",1991-01-27,"Flow",140,"B"
"04LG004",1991-01-28,"Flow",150,"B"
"04LG004",1991-01-29,"Flow",240,"B"
"04LG004",1991-01-30,"Flow",239,"B"
"04LG004",1991-01-31,"Flow",238,"B"
"04LG004",1991-02-01,"Flow",233,"B"
"04LG004",1991-02-02,"Flow",240,"B"
"04LG004",1991-02-03,"Flow",226,"B"
"04LG004",1991-02-04,"Flow",170,"B"
"04LG004",1991-02-05,"Flow",132,"B"
"04LG004",1991-02-06,"Flow",213,"B"
"04LG004",1991-02-07,"Flow",240,"B"
"04LG004",1991-02-08,"Flow",239,"B"
"04LG004",1991-02-09,"Flow",242,"B"
"04LG004",1991-02-10,"Flow",143,"B"
"04LG004",1991-02-11,"Flow",125,"B"
"04LG004",1991-02-12,"Flow",229,"B"
"04LG004",1991-02-13,"Flow",238,"B"
"04LG004",1991-02-14,"Flow",237,"B"
"04LG004",1991-02-15,"Flow",235,"B"
"04LG004",1991-02-16,"Flow",230,"B"
"04LG004",1991-02-17,"Flow",148,"B"
"04LG004",1991-02-18,"Flow",152,"B"
"04LG004",1991-02-19,"Flow",210,"B"
"04LG004",1991-02-20,"Flow",225,"B"
"04LG004",1991-02-21,"Flow",230,"B"
"04LG004",1991-02-22,"Flow",240,"B"
"04LG004",1991-02-23,"Flow",232,"B"
"04LG004",1991-02-24,"Flow",163,"B"
"04LG004",1991-02-25,"Flow",161,"B"
"04LG004",1991-02-26,"Flow",225,"B"
"04LG004",1991-02-27,"Flow",230,"B"
"04LG004",1991-02-28,"Flow",240,"B"
"04LG004",1991-03-01,"Flow",232,"B"
"04LG004",1991-03-02,"Flow",235,"B"
"04LG004",1991-03-03,"Flow",150,"B"
"04LG004",1991-03-04,"Flow",146,"B"
"04LG004",1991-03-05,"Flow",172,"B"
"04LG004",1991-03-06,"Flow",232,"B"
"04LG004",1991-03-07,"Flow",242,"B"
"04LG004",1991-03-08,"Flow",231,"B"
"04LG004",1991-03-09,"Flow",255,"B"
"04LG004",1991-03-10,"Flow",233,"B"
"04LG004",1991-03-11,"Flow",239,"B"
"04LG004",1991-03-12,"Flow",234,"B"
"04LG004",1991-03-13,"Flow",230,"B"
"04LG004",1991-03-14,"Flow",235,"B"
"04LG004",1991-03-15,"Flow",242,"B"
"04LG004",1991-03-16,"Flow",240,"B"
"04LG004",1991-03-17,"Flow",233,"B"
"04LG004",1991-03-18,"Flow",231,"B"
"04LG004",1991-03-19,"Flow",238,"B"
"04LG004",1991-03-20,"Flow",250,"B"
"04LG004",1991-03-21,"Flow",249,"B"
"04LG004",1991-03-22,"Flow",238,"B"
"04LG004",1991-03-23,"Flow",222,"B"
"04LG004",1991-03-24,"Flow",175,"B"
"04LG004",1991-03-25,"Flow",129,"B"
"04LG004",1991-03-26,"Flow",187,"B"
"04LG004",1991-03-27,"Flow",240,"B"
"04LG004",1991-03-28,"Flow",220,"B"
"04LG004",1991-03-29,"Flow",185,"B"
"04LG004",1991-03-30,"Flow",140,"B"
"04LG004",1991-03-31,"Flow",130,"B"
"04LG004",1991-04-01,"Flow",127,"B"
"04LG004",1991-04-02,"Flow",254,"B"
"04LG004",1991-04-03,"Flow",230,"B"
"04LG004",1991-04-04,"Flow",280,"B"
"04LG004",1991-04-05,"Flow",322,"B"
"04LG004",1991-04-06,"Flow",340,"B"
"04LG004",1991-04-07,"Flow",560,"B"
"04LG004",1991-04-08,"Flow",590,"B"
"04LG004",1991-04-09,"Flow",630,"B"
"04LG004",1991-04-10,"Flow",820,"B"
"04LG004",1991-04-11,"Flow",1130,"B"
"04LG004",1991-04-12,"Flow",1350,"B"
"04LG004",1991-04-13,"Flow",1570,"B"
"04LG004",1991-04-14,"Flow",1750,"B"
"04LG004",1991-04-15,"Flow",1830,"B"
"04LG004",1991-04-16,"Flow",2000,"B"
"04LG004",1991-04-17,"Flow",2400,"B"
"04LG004",1991-04-18,"Flow",2800,"B"
"04LG004",1991-04-19,"Flow",3200,"B"
"04LG004",1991-04-20,"Flow",3300,"B"
"04LG004",1991-04-21,"Flow",3250,"B"
"04LG004",1991-04-22,"Flow",3150,NA
"04LG004",1991-04-23,"Flow",2960,NA
"04LG004",1991-04-24,"Flow",2770,NA
"04LG004",1991-04-25,"Flow",2760,NA
"04LG004",1991-04-26,"Flow",2580,NA
"04LG004",1991-04-27,"Flow",2550,NA
"04LG004",1991-04-28,"Flow",2810,NA
"04LG004",1991-04-29,"Flow",2910,NA
"04LG004",1991-04-30,"Flow",2960,NA
"04LG004",1991-05-01,"Flow",2990,NA
"04LG004",1991-05-02,"Flow",3080,NA
"04LG004",1991-05-03,"Flow",2980,NA
"04LG004",1991-05-04,"Flow",2840,NA
"04LG004",1991-05-05,"Flow",2570,NA
"04LG004",1991-05-06,"Flow",2270,NA
"04LG004",1991-05-07,"Flow",2010,NA
"04LG004",1991-05-08,"Flow",2000,NA
"04LG004",1991-05-09,"Flow",2010,NA
"04LG004",1991-05-10,"Flow",1880,NA
"04LG004",1991-05-11,"Flow",1810,NA
"04LG004",1991-05-12,"Flow",1710,NA
"04LG004",1991-05-13,"Flow",1630,NA
"04LG004",1991-05-14,"Flow",1480,NA
"04LG004",1991-05-15,"Flow",1390,NA
